ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_daIMntF6aHw4wjr,0,4/9/14 9:28,4/9/14 9:43,0,,1,United States,90701,1974,14,No Preference,"it is obvious a surfer didn't make this survey, this is a stupid question as they wander where ever the wave is, the answer is they surf all of these spots",shortboard,,4,Dog Beach (& Cliffs),Huntington Beach,Orange,CA,USA,8,8,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,depends,slow and or fast beach break,2,3,4,4,2,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,3,3,4,2,3,2,4,3,3,3,3,3,12,"it is the most consistent wave close to my house.  I can surf early in morning and be back before my kids wake up.  If it were up to me, Stanford would invent a teleporter to send me surfing all over the world during my lunch breaks instead of taking surveys!!! /  / ;)",No,,"YEs, it is one of the thirty or forty places I call home.  It happens to be very close and the people there have been very warm and hospitable to me.  ",I would find some other place.   I would be like one of the those old crusty surfers talking about breaks I've never rode and never will.  sad survey,,,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Dog Beach (& Cliffs),HB Waterfront Overview,133,,,
R_dap6md18mQfzKrr,0,4/9/14 6:54,4/9/14 7:01,1,,1,United States,93001,1982,15,fast reef break,,shortboard,,4,Emma Wood,Ventura,Ventura,CA,USA,3,8,Weekly,Sand and Reef,mixed reef and sand,,,seawall,,,,,1,0,fast reef break,,4,1,5,2,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,4,5,5,2,3,4,5,2,2,2,4,4,12,Fast Hal2 and critical surfing is required here,No,,loosing a great spot close to home,pissed off and still going to paddle out,33.83070374,-118.0731049,12,Ventura,Ventura,San Buenaventura (City of),39,34.27848,-119.31598,Emma Wood,Emma Wood,95,,,
R_db7oiOAvEbr4dOR,0,3/12/14 10:23,3/12/14 10:30,1,,1,United States,95073,1955,50,fast point break,,longboard ,,4,Shark's Cove,Santa Cruz,Santa Cruz,CA,USA,38,10,Weekly,hard rock reef,,,,seawall,,,,,1,0,fast point break,,2,2,5,3,1,No,-9999,Yes,Yes,Yes,Yes,No,Yes,I'm not sure,No,Yes,5,5,5,4,5,5,5,5,3,2,5,2,12,"quality of the wave, good on swells from different origins, beautiful surroundings, several different take-off zones depending on swell direction that split the crowd, familiarity with the break",Yes,water pollution from storm runoff after rains. worst after the first rain of the season,"I'd be way bummed, but would surf other spots",way bummed,37.03439331,-121.9796982,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,,,Shark's Cove,,,1,,
R_dbAWjVjg7vCJVmB,0,4/10/14 13:16,4/10/14 13:25,1,,1,United States,90066,1967,35,fast beach break,,shortboard,,4,Venice Beach - Pier,Venice Beach,Los Angeles,CA,USA,25,9,Daily,Sand,,jetty or groin,,,,,,,1,0,slow beach break,,2,4,5,2,1,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,4,2,3,1,3,3,4,3,3,2,4,3,12,"It's a local hangout, and it is very close to my house.  I know just about ever person that surfs there.  It is as much social, as it is for surf. We keep the crowds down due to the familiarity between all the surfers.",Yes,"Pollution, 1st rain of the year","It would be unfortunate, but I would migrate to other spots I surf but are not as convenient ","I would be bummed as it is a very convenient spot, and we have a strong community",34.02909851,-118.3992996,13,Los Angeles,Venice Beach,Los Angeles County,43,33.978049,-118.475,Venice Beach - Pier,,,1,,
R_dbTFb0I7CxnUFoN,0,4/2/14 12:03,4/2/14 12:19,1,,1,United States,92037,1970,16,slow point break,,longboard ,,4,Tourmaline,Pacific Beach,San Diego,CA,USA,3,7,Weekly,Sand and Reef,sand and reef- it's a large area,,natural beaches or bluffs,,,,,,1,0,depends,the point has a slow-fast reef and the cove is a slow beach break with a few reefs,2,4,4,2,1,No,Yes,Yes,I'm not sure,No,Yes,Yes,Yes,Yes,Yes,Yes,4,3,3,2,2,4,2,2,2,4,2,4,12,"Convenience- there's a lot of waves to go around, it's near where I live, there's a shower and parking, there aren't very many jerks (people are mostly friendly) & diversity- there's a point for when the tide is 6er, and on the 2er tide, the beach break gets faster and more fun.",Yes,"There are several pump stations there and pollution is very common along with 2 water quality after the rain.  This doesn't always keep me from surfing there, but if the waves are bad and there is a yel2 flag, I won't go out there.","Yes, I would have to surf a beach with more jerks and less convenience factors, but it would be ok.",annoyed.,32.86669922,-117.2481003,15,San Diego,Pacific Beach,San Diego (City of),72,32.80614,-117.26448,Tourmaline,Old Mans/Tourmaline,187,,,
R_dbXXJUX5vZ8pQt7,0,5/13/14 0:40,5/13/14 0:59,1,,1,United States,90291,1981,8,slow point break,,longboard ,,3,Sunset,Pacific Palisades,Los Angeles,CA,USA,5,10,Weekly,"cobbles, boulders, or loose rocks",,,,seawall,,,,,1,0,slow point break,,2,5,3,1,1,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,4,4,4,2,3,2,3,1,3,1,3,5,12,"It's near, the people are friendly and the parking is easy.",No,,Depends. If I was living somewhere with an equally enjoyable wave I think I could be just as happy. But I would always think of sunset like a favorite sweatshirt full of memories. ,"It would depend on the reason. If I returned to Brazil, I'd be okay. Ifi couldn't do it because of pollution I'd be irate. ",33.99499512,-118.3917007,13,Los Angeles,Pacific Palisades,Los Angeles County,43,34.03825,-118.55343,Sunset,Sunset Blvd,108,,,
R_dc0CyOY77YVfX5X,0,5/6/14 17:43,5/6/14 17:48,0,,1,United States,93401,1991,6,slow beach break,,"hybrid, funboard, or egg",,3,Morro Bay - The Rock,Morro Bay,San Luis Opisbo,CA,USA,4,8,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,San Luis Opisbo,Morro Bay,Morro Bay (City of),30,35.371823,,Morro Bay - The Rock,,68,1,,
R_dc0MDjR3jJkiGGh,0,4/8/14 11:29,4/8/14 11:42,1,,1,United States,92672,1965,40,fast beach break,,shortboard,,3,The Hole,San Clemente,Orange,CA,USA,16,9,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,5,2,3,3,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,4,3,5,2,4,4,4,2,4,2,5,4,12,"It's where my family has spent a lot of time and it is where my kids learned to surf, and still do surf.  Also, it has a regular crowd of nice people, compared with other spots in the area.  Plus it is not too crowded.",No,,"There are other spots in the area that have waves of equal or better quality, but I have a sentimental attachment to the Hole and would be bummed if I could not surf there again.",Sad,34.05220032,-118.2436981,14,Orange,San Clemente,San Clemente (City of),65,,,The Hole,,,1,,
R_dcniYwNygC61aeh,0,4/9/14 8:29,4/9/14 8:43,1,,1,United States,92648,1987,10,fast beach break,,shortboard,,4,Uppers,San Onofre,San Diego,CA,USA,10,10,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,slow point/beach break ,4,3,5,4,2,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3,5,4,2,4,5,3,2,1,1,4,2,12,The wave breaks slightly steep but holds back and gives you plenty of time to draw your line. ,No,,I would be disappointed but there are other waves that have similar qualities,Disappointment,34.05560303,-117.1824951,15,San Diego,San Onofre,San Diego County,66,33.38483,-117.59423,Uppers,Upper Trestles,156,,,
R_dcoicWEhKVG3oPj,0,4/10/14 13:21,4/10/14 13:39,1,,1,United States,92054,1992,6,slow reef break,,shortboard,,3,Swamis,Encinitas,San Diego,CA,USA,6,10,Monthly,coral reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,4,5,2,1,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,5,5,5,5,5,4,3,3,3,4,4,12,"Its one of the bigger reef breaks in San Diego County, also one of the longest rights in the county as well.",Yes,Large crowd of inexperienced surfers in large waves = a disaster area.,"It would suck. Just means all the locals have to find a new spot, which means more surfers in other spots.","Pretty upset. Even more pissed if it was caused to shut down due to human intervention (e.g. climate change, dredging, or pollution)",33.27009583,-117.2844009,15,San Diego,Encinitas,Encinitas (City of),69,33.03407,-117.2953,Swamis,Swamis,172,,,
R_dd3ymXwUKbeSlLL,0,4/10/14 13:08,4/10/14 13:14,1,,1,United States,94122,1985,7,slow beach break,,"hybrid, funboard, or egg",,3,Avalanche,Ocean Beach,San Diego,CA,USA,7,10,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,5,3,3,2,No,I'm not sure,Yes,No,No,No,No,No,Yes,No,No,5,3,4,3,5,5,5,5,3,3,5,2,12,"It's Ocean Beach... it's my place, man.",Yes,Sewage spill into the San Diego river - created unsafe water pollution conditions.,Yes - I would be super bummed.,Super bummed.,37.77580261,-122.412796,15,San Diego,Ocean Beach,San Diego (City of),72,,,Avalanche,,,1,,
R_dgOzw6Eo9K9tV0F,0,4/2/14 6:36,4/2/14 6:42,1,,1,United States,92109,1984,4,slow beach break,,longboard ,,2,Tourmaline,Pacific Beach,San Diego,CA,USA,4,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,Yes,Yes,Yes,No,No,Yes,I'm not sure,Yes,Yes,Yes,No,3,2,4,1,3,3,3,3,3,3,3,3,12,I live right on this beach and can walk from my house. It is very convenient.,No,,No,I would just go to another beach that was convenient.,32.71530151,-117.1573029,15,San Diego,Pacific Beach,San Diego (City of),72,32.80614,-117.26448,Tourmaline,Old Mans/Tourmaline,187,,,
R_dgrOylvCcDdwW5D,0,4/9/14 9:37,4/9/14 9:50,1,,1,United States,92627,1988,17,fast beach break,,shortboard,,3,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,17,9,Monthly,hard rock reef,,,,seawall,,,,,1,0,slow point break,,2,4,5,3,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5,4,5,4,5,4,5,4,5,5,5,1,12,"I grew up surfing here, rode my first waves and progressed up to the more advanced breaks. I have so many amazing memories at this spot and daydream about surfing here now that I live in Southern California. Sea level rise is a big concern in Santa Cruz where many waves are best at 2er tides. ",No,,"Sure. If the wave stopped breaking, there would be a huge number of displaced surfers who would crowd the other breaks in town...probably the beachbreaks south of town. It would definitely impact life as a surfer in Santa Cruz.  ",I'd be super bummed! Pleasure Point is a beautiful place that offers so much to so many surfers on a daily basis. It's a strong community focal point that brings people together and without surfing a big part of this would be lost. ,33.67460632,-118.0085983,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_dgUk1vxhVgpFAHP,0,4/26/14 18:58,4/26/14 19:02,0,,1,United States,92075,1978,17,slow reef break,,shortboard,,3,Grandview,Encinitas,San Diego,CA,USA,17,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,4,2,5,3,2,No,Yes,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Encinitas,Encinitas (City of),69,33.07537,-117.31139,Grandview,Grandview,168,,,
R_dgUk2TnAano79FX,0,3/17/14 10:09,3/17/14 10:16,1,,1,United States,91367,1968,25,fast point break,,bodyboard,,3,County Line,Malibu,Ventura,CA,USA,2,5,Weekly,"cobbles, boulders, or loose rocks",,,,,,,,,0,I'm not sure,fast point break,,4,5,4,2,1,No,Yes,Yes,Yes,No,Yes,I'm not sure,Yes,No,No,No,4,4,4,2,3,3,4,3,3,1,4,5,12,It is where I do the majority of my surfing.,No,,I'd be disappointed but I'd move on.,I'd be disappointed but I'd move on.,34.11250305,-118.1907959,12,Ventura,Malibu,Ventura County,38,34.0512,-118.96402,County Line,County Line,101,,,
R_dhBCe8pgSidAlNj,0,5/12/14 21:02,5/12/14 21:16,1,,1,United States,93117,1992,10,fast beach break,,shortboard,,3,Sands,Goleta,Santa Barbara,CA,USA,3,8,Weekly,Sand and Reef,sand with kelp beds and large protruding rocks / boulders especially during 2 tide,,natural beaches or bluffs,,,,other,sandy plover roped off area on the dunes,2,0,fast beach break,,5,2,3,4,3,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,4,2,2,2,4,2,2,2,4,2,2,4,12,It defines isla vista and UCSB so well. ,Yes,large rain event opened the mouth of the slough. water was too polluted. other times the tar seeps are so bad that it would ruin my wetsuit if i paddled out. ,"no. there are so many other breaks in the area that are so much better than Sands, except Sands is just so consistent, that is why i surf it so often. ","I would be disappointed and lost because it is just s simple bike ride from my house, but there are other breaks in the area, Devereux / Coal Oil Point, Pesces, Campus Point. However, i feel that whatever reason i lost this break for would impact my ability to surf these other breaks. If I were unable to surf any breaks within walking / biking distance of my house, I would most likely move. ",34.42080688,-119.6981964,11,Santa Barbara,Goleta,Goleta (City of),35,34.41098,-119.88237,Sands,Sands,78,,,
R_dhwudM0spUCwTfn,0,4/9/14 13:44,4/9/14 16:55,0,,1,United States,94520,1986,7,slow beach break,,longboard ,,2,Lindamar,Pacifica,San Mateo,CA,USA,6,8,Yearly,Sand,,,,seawall,,,,,1,0,slow beach break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,San Mateo,Pacifica,Pacifica (City of),16,37.59951,,Lindamar,Pacifica/Lindamar,27,,,
R_dhZkD4TE6MFuuUd,0,5/2/14 19:58,5/2/14 20:08,1,,1,United States,90007,1990,2,fast beach break,,shortboard,,2,El Porto,Manhattan Beach,Los Angeles,CA,USA,1,8,Weekly,Sand,,,,,,,,,0,I'm not sure,fast beach break,,4,1,3,2,1,No,Yes,No,No,No,No,No,No,No,No,No,3,2,2,1,3,2,2,1,4,1,3,4,12,Most consistent beach break in LA and the spot I surf most often. Can be pretty fun on the good days.,Yes,Poor water quality after the first rain of the year in Los Angeles.,I would have to drive farther for good waves,I would be frustrated having to miss it on the good days.,38,-97,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_diDjnoC21Ved2zr,0,4/8/14 16:50,4/8/14 17:00,1,,1,United States,90703,1968,34,slow beach break,,longboard ,,4,Bolsa Chica - Tower 21,Huntington Beach,Orange,CA,USA,8,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,5,2,5,3,1,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,2,3,2,4,3,4,2,3,2,3,4,12,"good friends, nice amenities such as almost always clean bathrooms and showers plenty of easy parking.",No,,yes the group of friends at 21 wouldn't be the same,"pretty bummed out, not being able to see old friends or to surf those pretty fun waves.",33.86610413,-118.0527954,14,Orange,Huntington Beach,Huntington Beach (City of),57,33.68741,-118.04267,Bolsa Chica - Tower 21,Bolsa Chica,128,1,,
R_difqEg7NuNeQIXr,0,3/18/14 18:56,3/18/14 19:05,1,,1,United States,94536,1977,10,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,10,8,Weekly,Sand,,,,,,beach nourishment,,,1,0,fast beach break,,2,2,5,2,1,No,No,No,No,No,Yes,No,No,No,No,No,4,3,5,3,3,3,4,2,2,2,4,5,12,Because of the time I have spent learning about this 4 mile long beach break and beating I have taken;),Yes,"Big waves, strong localism at certain spots, to much pollution from the sewage treatment plant.","Yes and no, I have the option to start going to Santa Cruz.",I can take it or leave it. But not being able to surf anywhere would drive me CRAZY.,37.51469421,-122.0422974,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_djlRamk3N8LGC57,0,4/28/14 9:58,4/28/14 10:17,1,,1,United States,92625,1979,15,slow reef break,,shortboard,,3,36th Street,Newport Beach,Orange,CA,USA,10,8,Weekly,Sand,,jetty or groin,,,,,,,1,0,slow beach break,,4,2,3,2,1,No,Yes,Yes,No,Yes,I'm not sure,No,No,I'm not sure,No,No,3,2,2,2,3,2,3,2,2,2,2,2,12,It is close & less crowded,No,,Would have to drive more,kinda sad,34.02110291,-118.3964996,14,Orange,Newport Beach,Newport Beach (City of),59,33.61709,-117.93882,36th Street,36th St Newport,138,,,
R_dmbNayELdvn81JX,0,3/31/14 20:07,3/31/14 20:14,1,,1,United States,92109,1983,10,slow reef break,,shortboard,,3,Sewers/Sewerline,La Jolla,San Diego,CA,USA,2,6,Weekly,hard rock reef,,,,seawall,riprap,,,,2,0,slow reef break,,5,2,5,4,1,No,-9999,Yes,No,Yes,I'm not sure,I'm not sure,Yes,Yes,Yes,Yes,3,4,4,1,3,3,4,4,3,3,4,4,12,"It's super close to where i live, i can bike there, the locals are super nice (when the surf is good ;), the landscape is beautiful AND there are some other goods spots in paddle distance AND its a right and i am a regular footer.",Yes,"There is a lot of sea gras & kelp floating around after certain 2 pressure systems, at 6 tide the shore break gets heavy  even on relatively small days.",Yes,Sad,32.86669922,-117.2481003,15,San Diego,La Jolla,San Diego (City of),72,32.811527,-117.271437,Sewers/Sewerline,,,1,,
R_dmnR69sX0THcOmF,0,4/10/14 9:59,4/10/14 10:08,1,,1,United States,95060,1971,30,fast reef break,,shortboard,,4,Scott Creek,Davenport,Santa Cruz,CA,USA,20,10,Monthly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,fast reef break,,6,2,4,5,4,No,No,No,No,No,No,No,No,No,No,No,4,3,4,4,4,3,4,3,4,3,4,4,12,,No,,Not as fun...,totally bummed,37.082901,-122.053299,8,Santa Cruz,Davenport,Santa Cruz County,18,37.04211,,Scott Creek,Scott Creek,38,,,
R_dmSLN6Vwc4yNzmZ,0,3/12/14 20:10,3/12/14 20:18,1,,1,United States,92163,1971,20,slow point break,,longboard ,,3,Garbage,Ocean Beach,San Diego,CA,USA,2,8,Monthly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,4,5,2,1,No,Yes,No,No,No,I'm not sure,Yes,Yes,I'm not sure,No,Yes,3,4,4,3,3,4,4,3,3,3,4,4,12,"Beautiful location, not super easy to get into spot, so less people surf there when smaller.",No,,No.  Other spots just as good.,Disappointment.,32.71910095,-117.1607056,15,San Diego,Ocean Beach,San Diego (City of),72,,,Garbage,,,1,,
R_dmYbbAg6xDfKgJL,0,4/25/14 14:07,4/25/14 14:17,1,,1,United States,90815,1990,17,slow point break,,longboard ,,3,Huntington Beach,Huntington Beach,Orange,CA,USA,17,10,Daily,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,2,2,5,4,2,Yes,No,No,I'm not sure,No,Yes,Yes,Yes,No,Yes,No,3,2,4,4,4,1,4,4,4,3,3,4,12,Close to home. Surfing is fun,Yes,"Rain, poor water quality","No, I would find a new spot",Ok,33.75759888,-118.0776978,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Huntington Beach,,,,1,
R_dn9Gs9HNdSBdBbf,0,4/9/14 11:27,4/9/14 11:33,1,,1,United States,95060,1990,14,slow beach break,,"hybrid, funboard, or egg",,4,Swift,Santa Cruz,Santa Cruz,CA,USA,1,7,Daily,hard rock reef,,,,seawall,,,,,1,I'm not sure,slow point break,,2,5,5,2,1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,4,3,4,3,4,3,3,3,3,3,3,5,12,,No,,,,37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz (City of),19,,,Swift,,,1,,
R_dn9TuOd0XRnRLr7,0,4/8/14 16:38,4/8/14 16:54,1,,1,United States,91001,1972,24,fast point break,,"hybrid, funboard, or egg",,3,C Street - The Point,Ventura,Ventura,CA,USA,15,7,Weekly,"cobbles, boulders, or loose rocks",,,,seawall,,,,,1,0,fast point break,,2,4,5,4,3,No,No,No,No,No,No,No,Yes,No,No,No,3,4,3,2,3,3,3,3,3,2,3,3,12,"Consistency, length of ride, friends, and other surf options like C Street. ",No,,"I certainly would not be pleased, but I would probably just surf other spots and lament its demise. ","Sad, frustrated, and angry.",34.14779663,-118.1445007,12,Ventura,Ventura,San Buenaventura (City of),39,34.27247,-119.29942,C Street - The Point,C Street (same as Ventura Point),98,,,
R_dnafzAgnZWOqMf3,0,4/27/14 19:52,4/27/14 20:03,1,,1,United States,92630,1990,3.8,fast point break,,shortboard,,3,Strands,Dana Point,Orange,CA,USA,3,5,Weekly,Sand and Reef,sandbar and rock reef,jetty or groin,,,,,,,1,0,depends,beach has point break & rock Reef & beach break,2,2,5,3,1,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,3,2,4,3,3,2,4,3,1,3,5,1,12,small crowds with a quality wave. Breaks better in the summer when its crowed and is the least crowed quality wave and to difficult for beginners to learn here so usulay no tourist  learn here keeping wave crowd smaller.,Yes,When it rains water quaily is unsafe for a peroid of time.,yes because I enjoy going here with friends because of its lack of crowd,I would be upset and angry because its where I go to beat the crowds,32.70820618,-117.2317963,14,Orange,Dana Point,Dana Point (City of),64,33.46666,-117.71694,Strands,Strands,150,,,
R_dnC4saWMIMhmkHr,0,4/9/14 12:59,4/9/14 13:10,1,,1,United States,94611,1971,31,fast beach break,,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,15,9,Monthly,Sand,,,,seawall,riprap,beach nourishment,,,3,0,fast beach break,,2,3,3,2,2,No,Yes,No,No,No,Yes,No,No,I'm not sure,I'm not sure,No,4,3,4,4,4,3,4,3,3,2,3,4,12,The challenge of surfing waves of size and power to the limit of my ability.,Yes,I thought I saw a shark,"Yes, I would have to drive farther to find waves.",Loss,37.77490234,-122.4194031,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_dnDf9S7rnF09btH,0,4/25/14 11:48,4/25/14 11:54,1,,1,United States,94028,1994,3,fast point break,,shortboard,,2,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,2,7,Monthly,hard rock reef,,,,,,,,,0,I'm not sure,slow point break,,2,4,4,3,2,No,Yes,No,Yes,Yes,I'm not sure,Yes,Yes,Yes,I'm not sure,Yes,3,4,3,3,3,4,3,3,4,3,-9999,2,11,,No,,Yes,Mad and sad,37.44979858,-122.2004013,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_dnJfDKMw16Y2naZ,0,4/24/14 23:31,4/24/14 23:44,0,,1,United States,94114,1985,14,fast beach break,,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,5,8,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,3,2,2,1,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,3,3,4,3,3,3,3,2,4,3,3,2,12,"It can be the frontier of surfing in California, empty coasts and tough waves. I never have to deal with crowds",Yes,A 2 tide and shelf reef can make it impossible to paddle out. This beach break is known the world round for the hardest paddle,Yes because there is only 3 spots up here to surf. So that would bring me down to 2 spots and that would be difficult to find good waves,I would miss the danger of dealing with big waves,,,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_dnzVw1Q253Wokpn,0,3/31/14 13:12,3/31/14 13:22,1,,1,United States,94118,1982,12,slow point break,,longboard ,,2,Bolinas,Bolinas,Marin,CA,USA,5,6,Monthly,Sand,,,,seawall,riprap,,,,2,0,slow point break,,I'm not sure,5,5,3,2,No,Yes,Yes,Yes,I'm not sure,I'm not sure,I'm not sure,Yes,Yes,Yes,Yes,4,5,5,4,5,3,4,3,3,3,5,4,12,"I love the smaller, clean waves on a good day, plus the view of the Marin hills and the City make it a spectacular location. Having grown up in Marin, surfing at Bolinas makes me feel like I am at home, and I find it to be the most peaceful, satisfying place to be. There are a lot of shore and seabirds that I enjoy watching as well at Bolinas. I lived in Bolinas for a few months and surfed every day then so I got to know the area pretty well. ",No,,"I would be very disappointed, but life would go on. ","It depends why I couldn't surf there anymore. I would feel disappointment, loss, sadness, frustration, anger at the cause of the loss. ",37.78109741,-122.4625015,5,Marin,Bolinas,Marin County,12,37.904781,-122.68254,Bolinas,,,,1,
R_doIyDffyfKPTBlj,0,3/11/14 9:13,3/11/14 9:23,1,,1,United States,94117,1990,10,fast beach break,,shortboard,,4,Ocean Beach - Noriega ,San Francisco,San Francisco,CA,USA,5,8,Daily,Sand,,,,seawall,,,,,1,0,fast beach break,,2,5,4,3,2,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,4,3,5,4,4,3,4,3,4,3,5,4,12,"It is such a challenge, and it is where I live.  The community around it is great, and it can throw so many different conditions at you.  The playing field is constantly changing and I can see how this spot has shaped me as a surfer.  You must always be ""on"" at this spot when the surf is large, and it will challenge any skill level.  It is responsible for much of my growth as a surfer - in skill, knowledge, and fitness.",Yes,Water Pollution - especially at the north end of the beach.,"Yes, absolutely.  I surf Ocean Beach every day.  I would love a well-beloved spot.  Additionally, it would change the entire community where I live (I live, and hang out a lot near the sunset district).  The inner sunset thrives off of The Beach.  Finally, it would displace so many surfers that all nearby spots would get much more crowded.","Dismay, sadness, maybe some anger if it was due to human fault.  It would be a depressing thing.",37.769104,-122.4449005,6,San Francisco,San Francisco,San Francisco,13,37.752639,-122.512324,Ocean Beach - Noriega ,Ocean Beach SF,23,1,,
R_dojqyOR2kbuRHzT,0,4/27/14 13:30,4/27/14 13:40,1,,1,United States,9120,1988,10,slow reef break,,shortboard,,2,Sunset Cliffs,Point Loma,San Diego,CA,USA,6,10,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,5,4,2,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,3,5,2,4,5,4,3,3,3,3,4,12,Lived on or just off the cliffs for 5 years. ,No,,A little but I'm a surfer I would find another wave. ,Bummed ,36.17500305,-115.1371994,15,San Diego,Point Loma,San Diego (City of),72,32.73687,-117.25701,Sunset Cliffs,Sunset Cliffs,191,,,
R_domToHofpRNd7dH,0,4/10/14 17:01,4/10/14 17:06,0,,1,United States,92802,1991,4,fast beach break,,shortboard,,3,River Jetties,Newport Beach,Orange,CA,USA,2,7,Monthly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,Orange,Newport Beach,Newport Beach (City of),59,33.62791,-117.95924,River Jetties,Santa Ana River Jetties,134,,,
